CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_CAPPED,CASH_ADVANCE_CAPPED,MIN_PAYMENTS_CAPPED,PAYMENTS_CAPPED,ZERO_PURCHASE_FLAG,CASH_ADV_USER_FLAG,TENURE_BAND,PAYMENT_TIER,PURCHASE_SEGMENT
C15075,2068.865586,1,0,0,0,1285.834671,0,0,0,0.166667,2,0,2500,607.215424,496.404113,0,12,2068.865586,1285.834671,496.404113,607.215424,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15076,0,0,265.76,0,265.76,0,0.916667,0,0.916667,0,0,11,1500,288.141157,14.094123,0,12,0,0,14.094123,288.141157,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15077,14.891908,0.818182,59.8,59.8,0,0,0.166667,0.166667,0,0,0,2,500,98.211239,119.964053,0,12,14.891908,0,119.964053,98.211239,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15078,1367.301373,1,231.41,0,231.41,0,1,0,1,0,0,16,2500,107.242408,257.56864,0,6,1367.301373,0,257.56864,107.242408,0,0,Short-Term (<=8 months),D - Never Full,Installments-Only
C15079,299.82542,1,480,130,350,416.566286,1,0.142857,0.857143,0.428571,3,8,1000,113.970639,100.59858,0,7,299.82542,416.566286,100.59858,113.970639,0,1,Short-Term (<=8 months),D - Never Full,Hybrid (Both)
C15080,0,0,0,0,0,253.887233,0,0,0,0.111111,1,0,500,2437.932505,312.343947,0,9,0,253.887233,312.343947,2437.932505,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C15081,1176.088299,1,0,0,0,1106.360593,0,0,0,0.166667,4,0,1200,27.832777,7751.321328,0,12,1176.088299,1106.360593,7751.321328,27.832777,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15082,1164.125671,1,0,0,0,3087.004701,0,0,0,0.25,5,0,3500,244.853194,748.670976,0,12,1164.125671,3087.004701,748.670976,244.853194,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15083,25.499945,0.727273,62.53,62.53,0,0,0.083333,0.083333,0,0,0,1,1700,1637.518241,110.864194,0.090909,12,25.499945,0,110.864194,1637.518241,0,0,Full-Term (12 months),C - Partial,One-Off Only
C15084,3646.30636,1,594.88,133.9,460.98,3281.891728,0.416667,0.166667,0.333333,0.5,15,9,9000,732.79341,1135.596349,0,12,3646.30636,3281.891728,1135.596349,732.79341,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15085,164.583178,0.454545,1489.28,918.48,570.8,0,0.333333,0.25,0.25,0,0,8,3500,1858.087268,176.445411,0,12,164.583178,0,176.445411,1858.087268,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15086,2980.628942,1,1352.52,1352.52,0,0,0.083333,0.083333,0,0,0,1,10000,782.875155,760.415003,0,12,2980.628942,0,760.415003,782.875155,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15087,3350.186138,1,0,0,0,2887.013513,0,0,0,0.5,10,0,4500,1161.817205,902.109479,0,12,3350.186138,2887.013513,902.109479,1161.817205,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15088,1101.8547,1,0,0,0,38.930597,0,0,0,0.083333,1,0,2100,292.271318,282.262223,0,12,1101.8547,38.930597,282.262223,292.271318,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15089,468.294595,1,4164.14,3215.54,948.6,0,1,1,1,0,0,53,4000,3958.926162,203.066713,1,12,468.294595,0,203.066713,3958.926162,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C15090,63.928065,1,183.6,0,183.6,0,1,0,1,0,0,12,1500,141.055898,171.950243,0,12,63.928065,0,171.950243,141.055898,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15091,906.613422,0.888889,0,0,0,2222.768202,0,0,0,0.666667,11,0,3000,1450.04403,229.914965,0.142857,9,906.613422,2222.768202,229.914965,1450.04403,1,1,Mid-Term (9-11 months),C - Partial,Non-Purchaser
C15092,798.693995,1,0,0,0,1865.808018,0,0,0,0.666667,11,0,3000,180.865117,301.842645,0,12,798.693995,1865.808018,301.842645,180.865117,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15093,3.750633,0.181818,159.6,0,159.6,879.373487,0.166667,0,0.083333,0.083333,2,2,4500,966.963956,14.83825,0,12,3.750633,879.373487,14.83825,966.963956,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C15094,1281.842665,1,0,0,0,371.667107,0,0,0,0.333333,4,0,1500,576.243687,407.81451,0,12,1281.842665,371.667107,407.81451,576.243687,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15095,863.130387,1,37.3,37.3,0,0,0.166667,0.166667,0,0,0,2,1000,164.343581,176.441403,0,12,863.130387,0,176.441403,164.343581,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15096,50.302615,0.636364,0,0,0,575.797773,0,0,0,0.166667,2,0,500,511.341658,186.033645,0,12,50.302615,575.797773,186.033645,511.341658,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15097,33.817964,0.909091,232.45,0,232.45,0,0.833333,0,0.833333,0,0,10,1800,243.407128,141.988053,0.363636,12,33.817964,0,141.988053,243.407128,0,0,Full-Term (12 months),C - Partial,Installments-Only
C15098,559.917793,1,4760.11,2907.18,1852.93,19.930337,1,1,1,0.083333,1,85,4000,3632.719723,239.701062,0.181818,12,559.917793,19.930337,239.701062,3632.719723,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C15099,2671.979402,1,1469.66,1427.43,42.23,2150.272488,0.666667,0.583333,0.166667,0.25,19,43,3000,4047.049777,1682.737989,0,12,2671.979402,2150.272488,1682.737989,4047.049777,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15100,814.781581,1,832.7,832.7,0,757.375098,0.666667,0.666667,0,0.333333,7,19,4000,265.237605,226.573606,0,12,814.781581,757.375098,226.573606,265.237605,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15101,1184.434511,0.818182,99.8,99.8,0,3445.51955,0.083333,0.083333,0,0.583333,48,2,3000,3497.925485,512.876256,0.111111,12,1184.434511,3445.51955,512.876256,3497.925485,0,1,Full-Term (12 months),C - Partial,One-Off Only
C15102,3.198999,0.090909,45.87,0,45.87,0,0.083333,0,0.083333,0,0,1,3000,89.700598,14.369082,0,12,3.198999,0,14.369082,89.700598,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15103,33.267171,0.909091,341.45,0,341.45,0,0.833333,0,0.833333,0,0,17,5000,361.47312,156.23979,0.9,12,33.267171,0,156.23979,361.47312,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C15104,261.462528,1,2893.57,1690.63,1202.94,0,1,1,1,0,0,71,10000,2567.609796,182.974604,1,12,261.462528,0,182.974604,2567.609796,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C15105,2659.411879,1,177.62,177.62,0,1831.115496,0.166667,0.166667,0,0.583333,19,4,4000,577.131439,624.924987,0,12,2659.411879,1831.115496,624.924987,577.131439,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15106,8.077527,0.545455,125,0,125,0,0.545455,0,0.454545,0,0,6,1500,155.940858,97.910986,0.714286,11,8.077527,0,97.910986,155.940858,0,0,Mid-Term (9-11 months),B - Mostly Full,Installments-Only
C15107,115.937936,0.272727,0,0,0,1529.395551,0,0,0,0.083333,4,0,1800,109.424145,229.044312,0,12,115.937936,1529.395551,229.044312,109.424145,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15108,69.37782,0.545455,588.02,71.3,516.72,0,0.333333,0.083333,0.333333,0,0,5,7000,1596.674994,241.434175,0.4,12,69.37782,0,241.434175,1596.674994,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C15109,61.588389,0.818182,250,39,211,0,0.666667,0.083333,0.666667,0,0,12,1000,282.556704,149.753219,0.111111,12,61.588389,0,149.753219,282.556704,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C15110,2.081357,0.181818,26.49,26.49,0,0,0.083333,0.083333,0,0,0,1,7500,78.573329,42.09528,0,12,2.081357,0,42.09528,78.573329,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15111,3092.189629,1,60.82,0,60.82,2361.473149,0.25,0,0.166667,0.5,17,3,3500,856.196277,889.485238,0,12,3092.189629,2361.473149,889.485238,856.196277,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C15112,564.325877,1,0,0,0,36.998782,0,0,0,0.083333,1,0,600,239.847051,336.627401,0,12,564.325877,36.998782,336.627401,239.847051,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15113,10.684577,0.181818,300,0,300,0,0.25,0,0.25,0,0,3,4000,368.807294,312.343947,0,12,10.684577,0,312.343947,368.807294,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15114,2067.148279,1,792.68,441.9,350.78,446.493825,0.583333,0.25,0.5,0.333333,7,21,3500,697.332323,611.827896,0,12,2067.148279,446.493825,611.827896,697.332323,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15115,966.732798,1,1093,1093,0,247.199642,0.333333,0.333333,0,0.166667,2,7,7500,1226.547045,218.206833,0,12,966.732798,247.199642,218.206833,1226.547045,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15116,4099.755913,1,0,0,0,4933.666708,0,0,0,0.75,14,0,12000,3005.016513,929.740389,0,12,4099.755913,4933.666708,929.740389,3005.016513,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15117,1507.001995,1,209.1,209.1,0,0,0.25,0.25,0,0,0,4,1800,443.628394,417.620633,0,12,1507.001995,0,417.620633,443.628394,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15118,2220.864979,1,2884.42,1327.83,1556.59,0,0.75,0.583333,0.666667,0,0,46,4500,1355.527973,555.596549,0,12,2220.864979,0,555.596549,1355.527973,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15121,92.325796,1,371.16,0,371.16,0,1,0,1,0,0,12,2000,205.804949,170.367631,0.166667,12,92.325796,0,170.367631,205.804949,0,0,Full-Term (12 months),C - Partial,Installments-Only
C15122,3583.515054,1,5683.71,219.98,5463.73,0,1,0.166667,1,0,0,110,3000,4752.379612,8296.912755,0,12,3583.515054,0,8296.912755,4752.379612,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15123,3343.299372,1,790.8,0,790.8,5001.962631,1,0,1,0.333333,4,17,5000,1325.639966,848.308643,0,12,3343.299372,5001.962631,848.308643,1325.639966,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C15124,2133.901379,1,303.03,9.03,294,0,1,0.083333,1,0,0,13,3000,1512.770602,615.208288,0,12,2133.901379,0,615.208288,1512.770602,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15125,217.993205,1,2435.21,1681.89,753.32,0,1,1,0.666667,0,0,30,7500,2024.009974,193.289032,1,12,217.993205,0,193.289032,2024.009974,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C15126,50.803778,0.25,0,0,0,892.941422,0,0,0,0.125,2,0,1500,1272.269385,28.024972,0.333333,8,50.803778,892.941422,28.024972,1272.269385,1,1,Short-Term (<=8 months),C - Partial,Non-Purchaser
C15127,319.037744,0.818182,1262.28,1262.28,0,0,0.25,0.25,0,0,0,6,10500,1350.541585,218.810614,0.125,12,319.037744,0,218.810614,1350.541585,0,0,Full-Term (12 months),C - Partial,One-Off Only
C15128,100.208311,0.909091,0,0,0,182.143966,0,0,0,0.090909,1,0,3000,175.911508,145.244181,0,11,100.208311,182.143966,145.244181,175.911508,1,1,Mid-Term (9-11 months),D - Never Full,Non-Purchaser
C15129,7.168805,0.272727,88.04,88.04,0,0,0.083333,0.083333,0,0,0,1,1500,553.411253,85.677168,0,12,7.168805,0,85.677168,553.411253,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15130,1747.876077,1,0,0,0,2774.385866,0,0,0,0.25,7,0,3000,495.398338,379.91166,0,12,1747.876077,2774.385866,379.91166,495.398338,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15131,519.444307,1,525,0,525,0,1,0,1,0,0,12,1000,1500.456687,806.258492,0.083333,12,519.444307,0,806.258492,1500.456687,0,0,Full-Term (12 months),C - Partial,Installments-Only
C15132,4320.267209,1,117.23,117.23,0,2746.430467,0.083333,0.083333,0,0.333333,6,1,8000,1200.321938,1017.299239,0,12,4320.267209,2746.430467,1017.299239,1200.321938,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15133,2811.486863,1,692.52,692.52,0,637.084199,1,1,0,0.25,5,13,3000,1848.537683,2532.728316,0,12,2811.486863,637.084199,2532.728316,1848.537683,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15134,125.793836,1,630,0,630,0,1,0,0.916667,0,0,12,1000,373.891965,166.265696,0.2,12,125.793836,0,166.265696,373.891965,0,0,Full-Term (12 months),C - Partial,Installments-Only
C15135,3798.323722,1,0,0,0,182.513182,0,0,0,0.166667,2,0,4000,916.384302,1193.658503,0,12,3798.323722,182.513182,1193.658503,916.384302,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15136,4274.488095,1,0,0,0,12527.49129,0,0,0,0.583333,17,0,10500,9836.835644,1115.092967,0.083333,12,4274.488095,9588.163357,1115.092967,9836.835644,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C15137,900.557796,1,1865.55,1865.55,0,583.31815,0.583333,0.583333,0,0.25,7,20,3000,676.956491,232.309851,0.090909,12,900.557796,583.31815,232.309851,676.956491,0,1,Full-Term (12 months),C - Partial,One-Off Only
C15138,858.857651,1,1013.61,631.13,382.48,0,0.5,0.25,0.416667,0,0,13,2500,739.761292,257.745004,0,12,858.857651,0,257.745004,739.761292,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15139,6537.852206,0.909091,2598.51,2422.55,175.96,0,0.272727,0.090909,0.272727,0,0,26,16000,2209.410409,1385.561503,0,11,6537.852206,0,1385.561503,2209.410409,0,0,Mid-Term (9-11 months),D - Never Full,Hybrid (Both)
C15140,1793.970596,1,1004.9,1004.9,0,0,0.583333,0.583333,0,0,0,10,2500,2697.139893,466.169801,0,12,1793.970596,0,466.169801,2697.139893,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15141,3215.903805,1,745.48,0,745.48,0,1,0,1,0,0,35,2500,0,312.343947,0,12,3215.903805,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15142,1893.704851,1,4124.81,3035.9,1088.91,0,1,0.75,1,0,0,72,6500,3235.222635,415.452888,0,12,1893.704851,0,415.452888,3235.222635,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15143,7.50839,0.181818,95,95,0,0,0.166667,0.166667,0,0,0,2,4000,547.880399,84.010008,0,12,7.50839,0,84.010008,547.880399,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15144,1180.178744,1,233.35,233.35,0,0,0.333333,0.333333,0,0,0,6,14000,599.388563,336.726753,0,12,1180.178744,0,336.726753,599.388563,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15145,3232.101217,1,495,495,0,4815.406969,0.166667,0.166667,0,0.583333,14,2,5500,5434.899642,1006.907571,0.083333,12,3232.101217,4815.406969,1006.907571,5434.899642,0,1,Full-Term (12 months),C - Partial,One-Off Only
C15146,6963.435383,1,2951.93,2951.93,0,0,0.333333,0.333333,0,0,0,10,8000,1069.094662,11142.93224,0,12,6963.435383,0,8626.691541,1069.094662,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15147,368.330629,1,1029.29,1029.29,0,0,0.416667,0.416667,0,0,0,6,6500,1393.630631,170.881343,0,12,368.330629,0,170.881343,1393.630631,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15148,0,0,66.75,0,66.75,0,0.25,0,0.25,0,0,3,4000,0,312.343947,0,12,0,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15149,4.421403,0.909091,95.59,22.03,73.56,0,1,0.083333,1,0,0,16,4500,186.546816,50.283744,0.545455,12,4.421403,0,50.283744,186.546816,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C15150,41.049799,0.727273,413.31,133.31,280,0,0.583333,0.083333,0.416667,0,0,8,6000,475.939508,106.476161,0.625,12,41.049799,0,106.476161,475.939508,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C15151,3611.316106,1,2400.71,1479.24,921.47,1815.313783,1,1,1,0.166667,2,32,11500,3911.840079,795.275831,0,12,3611.316106,1815.313783,795.275831,3911.840079,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15152,3214.579198,1,0,0,0,2322.566457,0,0,0,0.166667,3,0,4000,2232.66712,748.463466,0,12,3214.579198,2322.566457,748.463466,2232.66712,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15153,339.183041,1,139.5,139.5,0,0,0.25,0.25,0,0,0,3,1200,877.494612,167.323383,0.090909,12,339.183041,0,167.323383,877.494612,0,0,Full-Term (12 months),C - Partial,One-Off Only
C15154,477.16584,1,1342.51,1072.51,270,0,0.583333,0.583333,0.083333,0,0,20,8500,1089.226019,211.335301,0,12,477.16584,0,211.335301,1089.226019,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15155,3711.955487,1,1241.4,626.4,615,0,0.666667,0.25,0.666667,0,0,22,11000,848.624102,855.287602,0,12,3711.955487,0,855.287602,848.624102,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15156,390.008261,1,0,0,0,463.287959,0,0,0,0.083333,1,0,2500,250.588485,205.177541,0,12,390.008261,463.287959,205.177541,250.588485,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15157,2251.896834,1,1331,1321.1,9.9,0,1,1,0.083333,0,0,24,12500,4571.887377,502.626418,0,12,2251.896834,0,502.626418,4571.887377,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15158,2461.015559,0.636364,0,0,0,308.497698,0,0,0,0.166667,2,0,6500,8328.730628,982.558921,0.142857,12,2461.015559,308.497698,982.558921,8328.730628,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C15159,9309.635579,1,9007.67,8775.37,232.3,0,1,1,0.25,0,0,87,15000,5528.180381,2618.776868,0,12,9309.635579,0,2618.776868,5528.180381,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15160,4355.982388,1,0,0,0,305.985578,0,0,0,0.166667,2,0,7500,1188.602797,1142.583303,0,12,4355.982388,305.985578,1142.583303,1188.602797,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15161,62.996845,1,779.7,290,489.7,0,1,0.166667,0.833333,0,0,14,9000,775.601851,155.518201,0.5,12,62.996845,0,155.518201,775.601851,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C15162,22.879526,0.833333,171,0,171,0,0.833333,0,0.5,0,0,7,1500,152.51735,85.653871,1,6,22.879526,0,85.653871,152.51735,0,0,Short-Term (<=8 months),A - Always Full,Installments-Only
C15163,4719.819043,1,2143.73,1292.78,850.95,146.547709,0.5,0.416667,0.333333,0.083333,1,28,12500,1031.151095,1032.193959,0,12,4719.819043,146.547709,1032.193959,1031.151095,0,1,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15164,1241.565972,1,3637.75,3396.25,241.5,6419.421654,0.833333,0.583333,0.5,0.333333,8,26,7000,8754.779769,407.886506,0.416667,12,1241.565972,6419.421654,407.886506,8754.779769,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C15165,49.198038,0.272727,699,699,0,0,0.083333,0.083333,0,0,0,1,1800,69.941439,166.648868,0,12,49.198038,0,166.648868,69.941439,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15166,662.691336,1,0,0,0,967.59402,0,0,0,0.166667,4,0,1200,107.916464,291.705634,0,12,662.691336,967.59402,291.705634,107.916464,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15167,4587.062248,1,333.28,0,333.28,77.956377,0.583333,0,0.583333,0.083333,1,8,5000,1234.809537,1673.959822,0,12,4587.062248,77.956377,1673.959822,1234.809537,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C15168,169.639713,1,1970.49,1009.85,960.64,0,1,1,0.666667,0,0,40,12000,1643.812227,195.514075,0.416667,12,169.639713,0,195.514075,1643.812227,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C15169,2823.212665,1,2814.23,2814.23,0,0,1,1,0,0,0,40,7500,1150.696529,662.5686,0,12,2823.212665,0,662.5686,1150.696529,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15170,2.880247,0.181818,250,250,0,0,0.083333,0.083333,0,0,0,1,2000,1401.222628,159.142575,0,12,2.880247,0,159.142575,1401.222628,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15171,47.193664,1,132,0,132,0,0.166667,0,0.166667,0,0,2,2500,267.057792,170.357282,0,12,47.193664,0,170.357282,267.057792,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15172,597.628578,1,1430,1200,230,2091.07342,0.25,0.083333,0.166667,0.416667,8,4,1500,4032.106936,262.884347,0.083333,12,597.628578,2091.07342,262.884347,4032.106936,0,1,Full-Term (12 months),C - Partial,Hybrid (Both)
C15173,2872.798614,1,27.16,0,27.16,2692.777044,0.083333,0,0.083333,0.416667,15,1,5000,507.240956,1102.034141,0,12,2872.798614,2692.777044,1102.034141,507.240956,0,1,Full-Term (12 months),D - Never Full,Installments-Only
C15174,3350.116932,1,39.8,39.8,0,3907.706693,0.083333,0.083333,0,0.083333,2,1,8000,1809.711855,907.682774,0,12,3350.116932,3907.706693,907.682774,1809.711855,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15175,13.221335,0.857143,108.84,0,108.84,0,0.857143,0,0.714286,0,0,9,1500,69.973565,85.417572,0,7,13.221335,0,85.417572,69.973565,0,0,Short-Term (<=8 months),D - Never Full,Installments-Only
C15177,1083.120149,1,0,0,0,2426.830138,0,0,0,0.416667,9,0,1200,1481.809323,240.79407,0.1,12,1083.120149,2426.830138,240.79407,1481.809323,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C15178,777.616173,0.909091,0,0,0,1894.377727,0,0,0,0.083333,2,0,9000,2245.358858,217.630638,0,12,777.616173,1894.377727,217.630638,2245.358858,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15179,122.684019,0.875,1267,247.88,1019.12,0,0.875,0.375,0.75,0,0,12,2500,1263.464175,111.639152,1,8,122.684019,0,111.639152,1263.464175,0,0,Short-Term (<=8 months),A - Always Full,Hybrid (Both)
C15180,1615.968515,1,270,0,270,2592.263468,0.5,0,0.416667,0.666667,11,6,6000,3434.362444,364.334809,0.111111,12,1615.968515,2592.263468,364.334809,3434.362444,0,1,Full-Term (12 months),C - Partial,Installments-Only
C15181,434.099616,1,4392.05,3817.98,574.07,0,1,1,1,0,0,79,6000,4076.914448,188.019302,1,12,434.099616,0,188.019302,4076.914448,0,0,Full-Term (12 months),A - Always Full,Hybrid (Both)
C15182,820.700166,0.818182,0,0,0,857.720875,0,0,0,0.083333,2,0,1500,1892.507498,267.650667,0.111111,12,820.700166,857.720875,267.650667,1892.507498,1,1,Full-Term (12 months),C - Partial,Non-Purchaser
C15183,7.625765,1,110.68,0,110.68,0,0.166667,0,0.166667,0,0,3,4000,0,312.343947,0,12,7.625765,0,312.343947,0,0,0,Full-Term (12 months),D - Never Full,Installments-Only
C15184,1428.118364,1,119.34,0,119.34,2563.324769,0.75,0,0.666667,0.25,14,27,1200,2545.222796,7960.080674,0.090909,12,1428.118364,2563.324769,7960.080674,2545.222796,0,1,Full-Term (12 months),C - Partial,Installments-Only
C15185,1324.038811,1,1862.96,1862.96,0,0,0.416667,0.416667,0,0,0,11,4400,954.962296,323.536714,0,12,1324.038811,0,323.536714,954.962296,0,0,Full-Term (12 months),D - Never Full,One-Off Only
C15186,1190.800122,1,1864.79,1002.22,862.57,0,0.916667,0.666667,0.75,0,0,51,3000,1617.884909,255.931146,0,12,1190.800122,0,255.931146,1617.884909,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15187,2580.169522,1,0,0,0,3912.041656,0,0,0,0.25,10,0,3000,1809.765794,638.475926,0,12,2580.169522,3912.041656,638.475926,1809.765794,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15188,371.866448,1,2825.85,2506.84,319.01,0,0.75,0.75,0.5,0,0,24,10000,2137.437449,233.649807,0.25,12,371.866448,0,233.649807,2137.437449,0,0,Full-Term (12 months),C - Partial,Hybrid (Both)
C15189,1280.732187,1,0,0,0,395.725602,0,0,0,0.166667,4,0,1500,397.461163,380.286525,0,12,1280.732187,395.725602,380.286525,397.461163,1,1,Full-Term (12 months),D - Never Full,Non-Purchaser
C15190,975.416023,1,9586.1,7916.74,1669.36,0,1,1,1,0,0,248,12000,8906.373361,214.210554,0.916667,12,975.416023,0,214.210554,8906.373361,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C15191,122.113869,1,1105.92,0,1105.92,0,1,0,1,0,0,12,2500,1105.854643,173.332353,0.666667,12,122.113869,0,173.332353,1105.854643,0,0,Full-Term (12 months),B - Mostly Full,Installments-Only
C15192,1262.631995,0.909091,405,405,0,0,1,1,0,0,0,11,7000,586.551078,424.343093,0,11,1262.631995,0,424.343093,586.551078,0,0,Mid-Term (9-11 months),D - Never Full,One-Off Only
C15193,143.553904,1,1778.76,726.88,1051.88,0,1,0.416667,1,0,0,53,7000,1303.254323,161.824942,0.583333,12,143.553904,0,161.824942,1303.254323,0,0,Full-Term (12 months),B - Mostly Full,Hybrid (Both)
C15194,1037.797184,1,103.27,103.27,0,475.467016,0.25,0.25,0,0.75,14,5,2500,326.649398,254.195184,0,12,1037.797184,475.467016,254.195184,326.649398,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15195,1938.576334,1,333.54,310.19,23.35,2738.946605,0.571429,0.428571,0.142857,0.857143,7,4,2000,867.233681,586.992382,0,7,1938.576334,2738.946605,586.992382,867.233681,0,1,Short-Term (<=8 months),D - Never Full,Hybrid (Both)
C15196,6257.390416,1,9228.97,9081.24,147.73,0,1,1,0.916667,0,0,85,9400,2139.278062,3537.101876,0,12,6257.390416,0,3537.101876,2139.278062,0,0,Full-Term (12 months),D - Never Full,Hybrid (Both)
C15197,14.570032,1,89.58,0,89.58,0,1,0,0.833333,0,0,6,1500,71.641741,83.215986,1,6,14.570032,0,83.215986,71.641741,0,0,Short-Term (<=8 months),A - Always Full,Installments-Only
C15198,39.241601,1,199.56,0,199.56,0,1,0,1,0,0,12,3000,1558.673423,223.538858,0.25,12,39.241601,0,223.538858,1558.673423,0,0,Full-Term (12 months),C - Partial,Installments-Only
C15199,871.499977,1,20,20,0,197.024597,0.083333,0.083333,0,0.333333,5,1,2000,278.265172,277.580245,0,12,871.499977,197.024597,277.580245,278.265172,0,1,Full-Term (12 months),D - Never Full,One-Off Only
C15200,180.750232,1,266.64,0,266.64,95.285453,1,0,1,0.083333,1,12,3500,1172.975952,175.62276,0.545455,12,180.750232,95.285453,175.62276,1172.975952,0,1,Full-Term (12 months),B - Mostly Full,Installments-Only
C15201,4107.157763,1,279.71,279.71,0,9337.271222,0.25,0.25,0,0.416667,8,3,5000,8627.985927,1211.424432,0.166667,12,4107.157763,9337.271222,1211.424432,8627.985927,0,1,Full-Term (12 months),C - Partial,One-Off Only
